dataset,image_path,label,stack_id,patient_id,source
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\focused\pos008_3\pos008_3_page_6.png,1,pos008_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\focused\pos009_0\pos009_0_page_4.png,1,pos009_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\focused\pos009_1\pos009_1_page_4.png,1,pos009_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_1.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_10.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_11.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_12.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_13.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_14.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_2.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_3.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_4.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_5.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_0\pos000_0_page_6.png,0,pos000_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_1.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_10.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_11.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_12.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_13.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_14.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_2.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_3.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_4.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_5.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_1\pos000_1_page_6.png,0,pos000_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_1.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_10.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_11.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_12.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_13.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_14.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_2.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_3.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_4.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_5.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_2\pos000_2_page_6.png,0,pos000_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_1.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_10.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_11.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_12.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_13.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_14.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_2.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_3.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_4.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_5.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos000_3\pos000_3_page_6.png,0,pos000_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_1.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_10.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_11.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_12.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_13.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_14.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_2.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_3.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_4.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_5.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_0\pos001_0_page_6.png,0,pos001_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_1.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_10.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_11.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_12.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_13.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_4.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_5.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_6.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_7.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_8.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_1\pos001_1_page_9.png,0,pos001_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_1.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_10.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_11.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_12.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_13.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_14.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_2.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_6.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_7.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_8.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_2\pos001_2_page_9.png,0,pos001_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_1.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_10.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_11.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_12.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_13.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_14.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_2.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_3.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_7.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_8.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos001_3\pos001_3_page_9.png,0,pos001_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_1.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_10.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_11.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_12.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_13.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_4.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_5.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_6.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_7.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_8.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_0\pos002_0_page_9.png,0,pos002_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_1.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_10.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_11.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_12.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_13.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_4.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_5.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_6.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_7.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_8.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_1\pos002_1_page_9.png,0,pos002_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_1.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_10.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_11.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_12.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_13.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_4.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_5.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_6.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_7.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_8.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_2\pos002_2_page_9.png,0,pos002_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_1.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_10.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_11.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_12.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_13.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_14.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_2.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_3.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_7.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_8.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos002_3\pos002_3_page_9.png,0,pos002_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_1.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_10.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_11.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_12.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_13.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_14.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_2.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_6.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_7.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_8.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_0\pos003_0_page_9.png,0,pos003_0,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_1.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_10.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_11.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_12.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_13.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_14.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_2.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_6.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_7.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_8.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_1\pos003_1_page_9.png,0,pos003_1,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_1.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_10.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_11.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_12.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_13.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_14.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_2.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_3.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_4.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_8.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_2\pos003_2_page_9.png,0,pos003_2,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_1.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_10.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_11.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_12.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_13.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_14.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_2.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_3.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_4.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_8.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos003_3\pos003_3_page_9.png,0,pos003_3,,dataset
bma,D:\Dineth\focus_binary_benchmark\dataset\bma\unfocused\pos004_0\pos004_0_page_1.png,0,pos004_0,,dataset
